QZ Key Missing,QZ Key مفقود,
QZ Tray certificate generated successfully.<br><br>,تم إنشاء شهادة QZ Tray بنجاح.<br><br>,
QZ Tray certificate not found. Ask an administrator to run Setup QZ Certificate.,لم يتم العثور على شهادة QZ Tray. اطلب من المسؤول تشغيل إعداد شهادة QZ.,
QZ Tray private key not found. Ask an administrator to run Setup QZ Certificate.,لم يتم العثور على المفتاح الخاص لـ QZ Tray. اطلب من المسؤول تشغيل إعداد شهادة QZ.,
QZ certificate already exists.,شهادة QZ موجودة مسبقاً.,
QZ certificate generated successfully.,تم إنشاء شهادة QZ بنجاح.,
Qty Sold,الكمية المباعة,
Qualifying Transaction / Item,Qualifying Transaction / صنف,
Quantity and Amount Conditions,كمية and مبلغ Conditions,
Rate editing is disabled,تعديل السعر معطل,
Rate editing is not allowed for this POS Profile,تعديل السعر غير مسموح لهذا البروفايل,
Rate for item {0} must be greater than zero,سعر لـ الصنف {0} يجب أن يكون أكبر من صفر,
Rate must be greater than zero,يجب أن يكون السعر أكبر من صفر,
Rate reduction for item {0} is {1}% which exceeds the maximum allowed discount of {2}%,تخفيض سعر الصنف {0} هو {1}% ويتجاوز أقصى خصم مسموح {2}%,
Rate reduction of {0}% exceeds maximum allowed discount of {1}%,تخفيض السعر بنسبة {0}% يتجاوز أقصى خصم مسموح {1}%,
Rating,التقييم,
Real-time Customer Update Event Error,Real-time عميل تحديث Event خطأ,
Real-time Invoice Created Event Error,Real-time فاتورة Created Event خطأ,
Real-time POS Profile Update Event Error,Real-time نقطة البيع بروفايل تحديث Event خطأ,
Real-time Stock Update Event Error,Real-time مخزون تحديث Event خطأ,
Receipt Footer,تذييل الإيصال,
Receipt Title,عنوان الإيصال,
Receivable account for customer wallets,حساب الذمم المدينة لمحافظ العملاء,
Recovered the previous unsaved cart from this device.,تم استرجاع السلة السابقة غير المحفوظة من هذا الجهاز.,
Referee Discount Amount is required,Referee خصم مبلغ مطلوب,
Referee Discount Amount must be greater than 0,Referee خصم مبلغ يجب أن يكون أكبر من 0,
Referee Discount Percentage is required,Referee خصم نسبة مطلوب,
Referee Discount Percentage must be between 0 and 100,Referee خصم نسبة must be بين 0 و100,
Referee Discount Type is required,Referee خصم نوع مطلوب,
Referee Rewards (Discount for New Customer Using Code),Referee Rewards (خصم لـ New عميل Using كود),
Reference DocType,مرجع DocType,
Reference Name,مرجع اسم,
Referral Code {0} not found,Referral كود {0} غير موجود,
Referral Name,Referral اسم,
Referral code applied successfully! You've received a welcome coupon.,تم تطبيق كود الإحالة بنجاح! حصلت على كوبون ترحيبي.,
Referrer Discount Amount is required,Referrer خصم مبلغ مطلوب,
Referrer Discount Amount must be greater than 0,Referrer خصم مبلغ يجب أن يكون أكبر من 0,
Referrer Discount Percentage is required,Referrer خصم نسبة مطلوب,
Referrer Discount Percentage must be between 0 and 100,Referrer خصم نسبة must be بين 0 و100,
Referrer Discount Type is required,Referrer خصم نوع مطلوب,
Referrer Rewards (Gift Card for Customer Who Referred),Referrer Rewards (Gift بطاقة لـ عميل Who Referred),
Refresh items and customers,تحديث الأصناف والعملاء,
Refresh sales persons,تحديث مندوبي المبيعات,
Reorder Level,حد إعادة الطلب,
Replace Cheapest Item,Replace Cheapest صنف,
Replace Same Item,Replace Same صنف,
Reprint the last invoice,إعادة طباعة آخر فاتورة,
Required to disable branding OR modify any branding configuration fields. The key will NOT be stored after validation.,مطلوب لتعطيل الهوية أو تعديل أي حقول إعدادات للهوية. لن يتم تخزين المفتاح بعد التحقق.,
Retry Failed,Retry فشل,
Return %,مرتجع %,
Return Amount,مرتجع مبلغ,
Return Validity Days,مرتجع الصلاحية الأيام,
Return credit to wallet for {0} against {1}: {2},إرجاع الرصيد إلى المحفظة لـ {0} مقابل {1}: {2},
"Return invoice submitted successfully, but wallet reversal failed. Please contact administrator.",تم اعتماد فاتورة المرتجع بنجاح، لكن فشل عكس حركة المحفظة. يرجى التواصل مع المسؤول.,
Return invoices require a network connection,فواتير المرتجع تتطلب اتصالاً بالشبكة,
Return period has expired,انتهت فترة الإرجاع,
Return period has expired. Invoice {0} was created {1} days ago.,انتهت فترة الإرجاع. تم إنشاء الفاتورة {0} قبل {1} يوم.,
Return saved offline and will sync when online,تم حفظ المرتجع دون اتصال وستتم مزامنته عند الاتصال,
Return submitted but wallet credit failed. Please contact administrator.,تم اعتماد المرتجع لكن فشلت إضافة الرصيد إلى المحفظة. يرجى التواصل مع المسؤول.,
Returns can be prepared from cached invoices while offline. They will sync automatically when the connection returns.,يمكن تجهيز المرتجعات من الفواتير المخزنة أثناء عدم الاتصال، وستتم مزامنتها تلقائياً عند عودة الاتصال.,
Row ID,معرّف الصف,
Sales Persons Selection,مبيعات Persons Selection,
Sales Value,مبيعات قيمة,
Sales vs Shifts Report,مبيعات vs Shifts تقرير,
"Sales, returns, and payments will sync automatically when you are back online",ستتم مزامنة المبيعات والمرتجعات والمدفوعات تلقائياً عند عودة الاتصال,
Sales/Hr,مبيعات/Hr,
Save payment offline,حفظ الدفعة دون اتصال,
Saving promotions requires a network connection,حفظ العروض يتطلب اتصالاً بالشبكة,
Search Limit Number,بحث حد عدد,
"Search by item code, name, item group or scan barcode",ابحث بكود الصنف أو الاسم أو مجموعة الأصناف أو امسح الباركود,
Search cached invoices...,البحث في الفواتير المخزنة...,
Secondary Color,اللون الثانوي,
Security,الأمان,
Security Settings,الأمان إعدادات,
Select from existing sales orders,اختيار من existing sales orders,
"Select languages available in the POS language switcher. If empty, defaults to English and Arabic.",اختر اللغات المتاحة في مبدّل لغة نقطة البيع. إذا تُرك فارغاً فسيتم استخدام الإنجليزية والعربية افتراضياً.,
Selected POS Opening Shift should be open.,يجب أن تكون وردية نقطة البيع المختارة مفتوحة.,
Selling Price List not set in POS Profile {0},Selling Price List not set in نقطة البيع بروفايل {0},
Series,سلسلة,
Session Lock Timeout (minutes),مهلة قفل الجلسة (دقائق),
Session Locked,الجلسة مقفلة,
Set Posting Date,تعيين ترحيل تاريخ,
"Settings can be viewed offline, but saving requires a network connection",يمكن عرض الإعدادات دون اتصال، لكن الحفظ يتطلب اتصالاً بالشبكة,
Shift,وردية,
Shift End,وردية نهاية,
Shift Hours,وردية Hours,
Shift Management,وردية Management,
Shift Start,وردية بداية,
Shifts,الورديات,
Shifts Worked,الورديات المنجزة,
Short Application Name,اسم التطبيق المختصر,
Show Customer Balance,إظهار عميل رصيد,
Show Variants as Items,إظهار Variants كـ أصناف,
Show discount as percentage,إظهار الخصم كـ percentage,
Show discount value,إظهار الخصم value,
Show item codes in the UI,إظهار الصنف codes in the UI,
"Show item variants directly in the item grid instead of their template items. When disabled, template items are shown and variants are selected via a variant selector.",إظهار متغيرات الأصناف مباشرة في شبكة الأصناف بدلاً من الأصناف القالب. عند التعطيل تظهر الأصناف القالب ويتم اختيار المتغيرات عبر محدد المتغيرات.,
Show items in card view by default,إظهار items in card view by default,
Show quantity input field,إظهار quantity input field,
Silent Print Certificate,شهادة الطباعة الصامتة,
"Sorry, this coupon code does not exist","Sorry, this coupon الكود غير موجود",
"Sorry, this coupon code has been fully redeemed",عذراً، تم استخدام كود الكوبون بالكامل,
"Sorry, this coupon code has expired",عذراً، انتهت صلاحية كود الكوبون,
"Sorry, this coupon code's validity has not started",عذراً، لم تبدأ صلاحية كود الكوبون بعد,
"Sorry, this coupon has been disabled",عذراً، تم تعطيل هذا الكوبون,
"Sorry, this coupon is not valid for this company",عذراً، هذا الكوبون غير صالح لهذه الشركة,
"Sorry, this gift card is assigned to a specific customer",عذراً، بطاقة الهدية مخصصة لعميل محدد,
"Sorry, you have already used this coupon code",عذراً، لقد استخدمت كود الكوبون مسبقاً,
Source Account,مصدر حساب,
Source Type,مصدر نوع,
Source account is required for wallet transaction,حساب المصدر مطلوب لحركة المحفظة,
Stale,قديم,
Start,بداية,
Start POS,بداية نقطة البيع,
Stock Status,مخزون حالة,
Submit invoices in background,اعتماد الفواتير in background,
Switch To Desk,الانتقال إلى Desk,
Sync Delay (Hours),مزامنة Delay (Hours),
Sync Status,مزامنة حالة,
Synced At,تمت المزامنة في,
Tampering Attempts,محاولات العبث,
Taxes,ضرائب,
Theme Color,لون السمة,
This coupon has expired,انتهت صلاحية هذا الكوبون,
This coupon has reached its usage limit,وصل هذا الكوبون إلى حد الاستخدام,
This coupon is disabled,This coupon معطل,
This coupon is not valid for this customer,هذا الكوبون غير صالح لهذا العميل,
This coupon is not yet valid,هذا الكوبون غير صالح بعد,
This gift card has already been used,تم استخدام بطاقة الهدية هذه مسبقاً,
This invoice is currently being processed. Please wait.,تتم معالجة هذه الفاتورة حالياً. يرجى الانتظار.,
This item template &lt;strong&gt;{0}&lt;strong&gt; has no variants created yet.,قالب الصنف &lt;strong&gt;{0}&lt;strong&gt; لا يحتوي على متغيرات منشأة بعد.,
"This offline receipt is no longer in browser storage. Complete checkout again or sync, then print from history.",هذا الإيصال غير المتصل لم يعد موجوداً في تخزين المتصفح. أكمل الدفع مرة أخرى أو زامن ثم اطبع من السجل.,
This offline receipt is no longer in browser storage. Use browser print from the success dialog after checkout.,هذا الإيصال غير المتصل لم يعد موجوداً في تخزين المتصفح. استخدم طباعة المتصفح من نافذة النجاح بعد الدفع.,
This referral code has been disabled,تم تعطيل كود الإحالة هذا,
Title,عنوان,
"To print without confirmation dialogs, generate a signing certificate and install it on each POS machine.","إلى print without confirmation dialogs, generate a signing certificate and install it على each نقطة البيع machine.",
Too many attempts. Try again in {0} seconds.,محاولات كثيرة جداً. حاول مرة أخرى بعد {0} ثانية.,
Too many search requests. Please wait a moment.,طلبات بحث كثيرة جداً. يرجى الانتظار قليلاً.,
Total Closing,Total إغلاق,
Total Difference,إجمالي الفرق,
Total Opening,Total فتح,
Total Referrals,إجمالي الإحالات,
Total payment amount {0} exceeds outstanding amount {1},إجمالي مبلغ الدفع {0} يتجاوز المبلغ المستحق {1},
Transaction Type,Transaction نوع,
Transactions,حركات,
Unable to load POS Profile {0},تعذر تحميل بروفايل نقطة البيع {0},
Unlock,فتح القفل,
Use Delivery Charges,استخدام توصيل رسوم,
Use Exact Amount for Non-Cash,استخدام المبلغ المطابق للمدفوعات غير النقدية,
Use Limit Search,استخدام حد بحث,
Use QTY Input,استخدام إدخال الكمية,
Used,مستخدم,
User,مستخدم,
User is disabled,المستخدم معطل,
User must have a company assigned,يجب تعيين شركة للمستخدم,
User {} has been disabled. Please select valid user/cashier,مستخدم {} has been معطل. Please select صالح المستخدم/cashier,
Valid From date cannot be after Valid Until date,لا يمكن أن يكون تاريخ بداية الصلاحية بعد تاريخ نهايتها,
Valid Upto,صالح Upto,
Validation Endpoint,تحقق نقطة نهاية,
Validity and Usage,الصلاحية and الاستخدام,
Velocity Rank,ترتيب سرعة الحركة,
Verifying...,جاري التحقق...,
Wallet & Loyalty,محفظة & ولاء,
Wallet Account,محفظة حساب,
Wallet Account must be a Receivable type account,محفظة حساب must be a Receivable النوع account,
Wallet Balance Error,محفظة رصيد خطأ,
Wallet Credit: {0},محفظة رصيد/آجل: {0},
Wallet Debit: {0},محفظة مدين: {0},
Wallet is required,محفظة مطلوب,
"Wallet reversal for return {0} against {1}: returned {2}, reversed {3}","محفظة reversal لـ return {0} against {1}: returned {2}, reversed {3}",
Wallet {0} does not have an account configured,محفظة {0} does not have an account configured,
Wallet {0} is not active,محفظة {0} غير نشط,
Warehouse is required,المخزن مطلوب,
Warehouse not set in POS Profile {0},لم يتم تحديد المخزن في بروفايل نقطة البيع {0},
Warehouse updated successfully,تم تحديث المخزن بنجاح,
"Warehouse {0} belongs to {1}, but POS Profile belongs to {2}","مخزن {0} belongs إلى {1}, but نقطة البيع بروفايل belongs إلى {2}",
Warehouse {0} is disabled,المخزن {0} معطل,
Warning: Some credit journal entries may not have been cancelled. Please check manually.,تنبيه: قد لا تكون بعض قيود الرصيد قد ألغيت. يرجى التحقق يدوياً.,
"When enabled, non-cash payments (card, bank transfer) require exact amount. Cash payments can still have change. Cannot be used with Credit Sale or Partial Payment.",عند التفعيل، تتطلب المدفوعات غير النقدية (بطاقة، حوالة بنكية) مبلغاً مطابقاً. يمكن للنقد أن يحتوي على باقي. لا يمكن استخدامه مع البيع الآجل أو الدفع الجزئي.,
Workspace Label,تسمية مساحة العمل,
Write-off amount {0} exceeds limit {1},مبلغ الشطب {0} يتجاوز الحد {1},
You already have an open shift: {0},لديك وردية مفتوحة مسبقاً: {0},
You are trying to return more quantity for item {0} than was sold.,تحاول إرجاع كمية للصنف {0} أكبر من الكمية المباعة.,
"You can filter by either Item Group or Brand, not both at the same time.",يمكنك التصفية حسب مجموعة الأصناف أو العلامة التجارية، وليس كليهما في نفس الوقت.,
You don't have access to this POS Profile,ليست لديك صلاحية الوصول إلى بروفايل نقطة البيع هذا,
You don't have permission to add payments to this invoice,ليست لديك صلاحية إضافة مدفوعات لهذه الفاتورة,
You don't have permission to create customers,ليست لديك صلاحية إنشاء العملاء,
You don't have permission to create or modify promotions,ليست لديك صلاحية إنشاء أو تعديل العروض,
You don't have permission to delete promotions,ليست لديك صلاحية حذف العروض,
You don't have permission to update this POS Profile,ليست لديك صلاحية تحديث بروفايل نقطة البيع هذا,
You don't have permission to view promotions,ليست لديك صلاحية عرض العروض,
You don't have permission to view this invoice,ليست لديك صلاحية عرض هذه الفاتورة,
You have already used this referral code,لقد استخدمت كود الإحالة هذا مسبقاً,
Zero is allowed. Use Match Expected when the counted amounts match the system totals.,يسمح بالصفر. استخدم مطابقة المتوقع عندما تطابق المبالغ المعدودة إجماليات النظام.,
"e.g. ""Summer Holiday 2019 Offer 20""","e.g. ""Summer Holiday 2019 عرض 20""",
iPhone,آيفون,
incl. {0} tax,شامل ضريبة {0},
unique e.g. SAVE20  To be used to get discount,قيمة فريدة مثل SAVE20 لاستخدامها للحصول على الخصم,
ظ„ظ„طھط«ط¨ظٹطھ ط¹ظ„ظ‰ iPhone: ط§ظپطھط­ ط§ظ„ظ…ط´ط§ط±ظƒط© ط«ظ… ط§ط®طھط± ط¥ط¶ط§ظپط© ط¥ظ„ظ‰ ط§ظ„ط´ط§ط´ط© ط§ظ„ط±ط¦ظٹط³ظٹط©,للتثبيت على iPhone: افتح المشاركة ثم اختر إضافة إلى الشاشة الرئيسية,
🎨 Branding Configuration,🎨 إعدادات الهوية,
🔐 Master Key Protection,🔐 حماية المفتاح الرئيسي,
